userid,tmdb_id,movieid,popularity,vote_average,rating
57002,278,the+shawshank+redemption+1994,51.645403,8.5,4
362572,16395,inferno+1980,4.783203,6.6,3
141515,125109,dragonworld+1994,0.311555,5.9,5
340659,828,the+day+the+earth+stood+still+1951,9.360003,7.3,4
271271,49852,the+nutcracker+the+untold+story+2010,3.394928,5.3,3
41827,10895,pinocchio+1940,14.202284,6.9,4
341533,36909,american+yakuza+1993,0.854563,5.9,4
31441,18269,lady+and+the+tramp+ii+scamps+adventure+2001,9.672521,6.0,3
208912,3766,the+lady+from+shanghai+1947,8.694857,7.2,4
325774,75301,being+elmo+a+puppeteers+journey+2011,6.94881,7.4,4
426728,14168,310+to+yuma+1957,15.931069,7.1,4
409682,51241,heartbeats+2010,5.483163,7.4,3
388018,45485,i+knew+it+was+you+rediscovering+john+cazale+2009,5.621509,7.4,3
8652,9880,the+princess+diaries+2001,7.387171,6.5,2
281291,10191,how+to+train+your+dragon+2010,14.416681,7.5,4
16885,11616,go+for+it+1983,5.176725,6.8,4
202769,51857,cra+cuervos+1975,4.881051,7.0,3
102147,110548,deadly+surveillance+1991,8e-06,0.0,4
155696,72449,the+carey+treatment+1972,0.447201,7.7,3
142433,11,star+wars+1977,42.149697,8.1,5
11722,245950,the+dragonphoenix+chronicles+indomitable+2014,0.381124,5.0,4
198733,265010,the+canal+2014,12.352907,5.7,3
446516,84309,marina+abramovi+the+artist+is+present+2012,2.629961,7.5,4
413086,122492,the+punk+syndrome+2012,0.332434,7.6,4
34572,49026,the+dark+knight+rises+2012,20.58258,7.6,3
239748,93114,quest+1996,0.213612,6.7,3
373276,16007,death+note+2006,9.570657,6.8,5
421105,8841,the+class+2008,10.940451,6.9,4
319520,131631,the+hunger+games+mockingjay+-+part+1+2014,147.098006,6.6,4
67870,59118,the+prey+2011,8.908143,6.5,3
26686,80556,the+chess+players+1977,0.813813,6.9,4
171068,293,a+river+runs+through+it+1992,12.583826,7.0,4
73600,280,terminator+2+judgment+day+1991,22.661695,7.7,4
314276,2332,taxi+2+2000,6.411782,6.1,3
295418,408,snow+white+and+the+seven+dwarfs+1937,16.263878,6.9,3
346986,38646,nicholas+and+alexandra+1971,1.952752,7.0,4
143043,52472,bandwagon+1996,0.071847,7.5,4
198896,646,dr.+no+1962,19.931606,6.9,5
259675,8619,master+and+commander+the+far+side+of+the+world+2003,8.693298,6.9,2
54607,18671,gun+crazy+1950,3.467871,7.2,4
292925,83230,trails+1978,0.040663,6.0,5
408866,47320,cherry+2011,1.62383,6.5,4
176735,158483,mei+and+the+kittenbus+2002,2.146182,7.3,2
55298,13041,el+topo+1970,5.467355,7.4,5
215067,2593,the+fire+within+1963,2.441347,7.4,4
226571,350,the+devil+wears+prada+2006,13.102384,7.0,3
337636,29584,tai-pan+1986,2.456811,4.3,4
158767,64901,cold+water+1994,0.207079,8.0,3
421857,15005,one+night+with+the+king+2006,3.660528,6.1,3
332028,9564,asterix++obelix+take+on+caesar+1999,8.150265,5.9,4
365919,28258,the+secret+six+1931,0.767608,5.0,3
103283,23451,videocracy+2009,0.712844,6.4,4
184214,207933,stonehearst+asylum+2014,21.991755,6.6,3
166297,500,reservoir+dogs+1992,12.22034,8.1,3
144379,14836,coraline+2009,16.639915,7.3,4
31925,9802,the+rock+1996,13.249824,6.9,5
175065,100747,hitlers+madman+1943,0.240743,7.0,3
109385,57654,munyurangabo+2007,0.205707,6.7,4
174056,20246,the+stranger+1946,6.749799,7.0,4
322791,411,the+chronicles+of+narnia+the+lion_+the+witch+and+the+wardrobe+2005,18.13542,6.7,4
355659,51406,neighbours+1952,0.937717,7.8,3
332511,8435,a+cock+and+bull+story+2005,2.536178,6.2,3
206787,154,star+trek+ii+the+wrath+of+khan+1982,7.160236,7.3,3
435887,11704,the+secret+of+nimh+1982,10.812275,7.5,4
154558,9025,dog+days+2001,8.682774,6.7,3
131278,117963,the+harmony+game+2011,0.100029,8.0,4
164720,561,constantine+2005,9.615691,6.6,3
436542,53364,der+letzte+schne+herbsttag+2010,0.121914,7.0,3
379272,56771,wwii+in+hd+2009,0.157804,6.0,4
270435,429,the+good_+the+bad+and+the+ugly+1966,16.788787,8.1,5
38375,48186,the+boy+who+cried+werewolf+2010,5.686871,5.7,3
290112,111607,what+price+glory+1926,0.285788,5.0,3
251393,809,shrek+2+2004,16.22986,6.7,4
305468,550,fight+club+1999,63.869599,8.3,5
353135,28569,splendor+in+the+grass+1961,9.739448,7.1,3
168464,128216,stories+we+tell+2012,13.922815,7.1,5
98192,260064,my+man+and+i+1952,0.440826,0.0,3
9254,85126,hickey++boggs+1972,0.801399,6.5,4
56219,10193,toy+story+3+2010,16.96647,7.6,4
59814,500,reservoir+dogs+1992,12.22034,8.1,2
261730,9555,rabbit-proof+fence+2002,4.403771,6.9,3
322599,901,city+lights+1931,10.891524,8.2,4
139783,272,batman+begins+2005,28.505341,7.5,4
8962,47753,william+s.+burroughs+a+man+within+2010,0.687732,6.2,2
282374,252,willy+wonka++the+chocolate+factory+1971,12.416635,7.4,4
240043,37659,when+youre+strange+2009,2.669145,7.5,4
278205,27378,heart+of+glass+1976,1.779207,6.5,3
396577,81783,children+of+the+secret+state+2001,0.212863,6.8,3
87353,35796,lawn+dogs+1997,4.255263,7.3,4
289306,75469,oka+2011,0.509306,2.5,3
402606,10144,the+little+mermaid+1989,17.496832,7.2,4
79700,17887,barefoot+in+the+park+1967,8.380744,6.9,4
424401,33228,the+magus+1968,3.566565,6.6,4
110043,104710,catastroika+2012,0.721417,7.1,3
48384,12689,angus_+thongs+and+perfect+snogging+2008,8.896155,6.4,3
287448,30142,vernon_+florida+1981,1.320642,6.9,3
442078,22233,the+thrill+of+it+all+1963,4.207464,7.0,4
445515,3086,the+lady+eve+1941,8.35844,7.5,3
129067,118690,keith+lemon+the+film+2012,0.941501,2.7,3
149574,21521,project+a+ii+1987,6.7196,6.6,4
197745,10243,the+flight+of+the+phoenix+1965,4.570894,7.0,4
57354,346,seven+samurai+1954,15.01777,8.2,3
202711,10326,forever+young+1992,5.050509,6.0,3
356532,33020,dracula+a.d.+1972+1972,11.174533,6.0,3
221939,120,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,32.070725,8.0,3
277969,39358,london+river+2009,3.176543,6.2,4
419680,4349,the+kingdom+2007,13.842333,6.5,5
413172,10144,the+little+mermaid+1989,17.496832,7.2,3
80056,198184,chappie+2015,30.206365,6.6,4
22768,1979,fantastic+4+rise+of+the+silver+surfer+2007,12.924254,5.4,2
4413,218,the+terminator+1984,19.293562,7.4,4
409380,10515,castle+in+the+sky+1986,11.061551,7.8,4
212941,27205,inception+2010,29.108149,8.1,4
290541,10193,toy+story+3+2010,16.96647,7.6,4
318958,104602,high+time+1960,0.7348,5.8,3
150246,32117,aprile+1998,0.575039,7.0,4
33330,39209,shalako+1968,6.229674,5.4,4
347750,116,match+point+2005,9.020372,7.2,3
109700,59163,papa+2005,0.4792,6.1,4
124809,22638,henry+v+1944,1.200979,7.0,4
52540,9764,dersu+uzala+1975,4.713259,8.0,4
449064,97795,emergo+2011,7.177295,5.0,2
32574,568,apollo+13+1995,18.761467,7.3,3
184153,16859,kikis+delivery+service+1989,12.220581,7.6,4
414823,2112,payback+1999,9.112008,6.7,3
408854,31582,flawless+1999,8.608461,5.9,4
37217,81684,the+gruffalos+child+2011,5.617157,6.4,4
76761,673,harry+potter+and+the+prisoner+of+azkaban+2004,28.460276,7.7,4
265114,54318,the+water+horse+2007,5.083211,6.3,4
246560,11862,father+of+the+bride+part+ii+1995,8.387519,5.7,4
289898,38205,kummeli+goldrush+1997,0.874388,6.8,3
78046,46326,port+of+shadows+1938,2.428278,7.4,4
65804,828,the+day+the+earth+stood+still+1951,9.360003,7.3,4
162766,24192,the+gospel+according+to+matthew+1964,2.534184,7.4,5
322746,12230,one+hundred+and+one+dalmatians+1961,15.727519,6.8,3
335747,646,dr.+no+1962,19.931606,6.9,3
201082,14594,the+thin+man+goes+home+1945,5.650608,6.4,3
433036,2211,aimee++jaguar+1999,0.841272,6.3,4
134402,21348,kirikou+and+the+sorceress+1998,5.635856,7.2,3
319755,12445,harry+potter+and+the+deathly+hallows+part+2+2011,24.990737,7.9,4
227195,12429,ponyo+2008,8.470945,7.5,3
158811,56930,tycoon+1947,0.478243,6.6,4
324201,891,all+the+presidents+men+1976,12.421754,7.6,5
106429,79376,woman+of+antwerp+1948,0.368717,6.0,2
85195,65603,nightwing+1979,0.000844,5.8,3
205204,39504,moolaad+2004,0.759538,5.9,5
20357,11336,the+dead+zone+1983,11.194448,6.9,5
438232,14048,man+on+wire+2008,8.359021,7.5,4
269906,48748,klown+2010,2.521782,6.6,4
355380,22074,capitalism+a+love+story+2009,6.032166,7.0,3
283319,11,star+wars+1977,42.149697,8.1,4
312780,44251,dragon+ball+z+broly+-+second+coming+1994,6.12929,6.5,3
424788,56928,meet+monica+velour+2010,1.608163,5.5,3
214713,71326,bunnyman+2011,0.594855,2.3,5
52203,10009,brother+bear+2003,12.300905,6.9,3
200984,44680,the+wild+hunt+2009,1.847803,6.2,4
365458,24428,the+avengers+2012,89.887648,7.4,5
363312,56965,dirty+movie+2011,1.600411,3.4,3
214167,861,total+recall+1990,12.954444,7.1,3
226543,657,from+russia+with+love+1963,12.536729,6.9,4
273637,25768,steamboat+bill_+jr.+1928,7.518657,7.9,4
119583,150689,cinderella+2015,19.801128,6.7,4
219131,60993,salla+-+selling+the+silence+2011,0.045428,7.0,2
313776,2762,young+and+innocent+1937,3.824884,6.8,4
384947,11141,laws+of+attraction+2004,5.739139,5.6,4
285448,82362,footprints+1975,0.17201,6.2,4
415667,60302,cougars_+inc.+2011,1.614276,5.3,4
283637,37165,the+truman+show+1998,13.155901,7.8,4
441946,14940,gigantic+2008,2.450192,5.8,4
428212,44203,ju-on+the+curse+2+2000,2.246011,5.9,5
175616,675,harry+potter+and+the+order+of+the+phoenix+2007,21.3643,7.4,3
41116,86087,hells+highway+1932,0.2851,4.3,3
410223,52264,a+cat+in+paris+2010,3.40682,6.5,4
161976,903,cool+hand+luke+1967,9.718713,7.7,4
432839,2669,the+bounty+1984,7.492912,6.5,4
1830,16958,the+asphalt+jungle+1950,12.86559,7.5,3
158841,48458,the+secret+glory+2001,0.213018,6.2,4
255354,150689,cinderella+2015,19.801128,6.7,4
345999,9696,ichi+the+killer+2001,8.992796,7.0,4
256463,13994,romance++cigarettes+2005,2.36594,6.0,3
304395,110513,girls+town+1996,0.635669,5.2,2
440989,46315,valerie+and+her+week+of+wonders+1970,2.682013,6.9,4
52844,28938,men+in+the+city+2009,2.909318,5.7,4
66818,35588,geronimo+an+american+legend+1993,4.653462,5.9,3
203107,24428,the+avengers+2012,89.887648,7.4,4
321583,10103,windstruck+2004,1.896423,7.2,3
389951,26317,man+with+a+movie+camera+1929,4.694378,8.1,5
6574,38757,tangled+2010,14.684761,7.4,3
49230,116432,a+limousine+the+colour+of+midsummers+eve+1981,0.001586,5.0,3
173598,3035,frankenstein+1931,8.091603,7.3,4
326183,262500,insurgent+2015,27.887186,6.2,4
408471,26186,hot+millions+1968,3.359214,5.9,5
55195,31056,a+short+film+about+love+1988,3.500562,7.9,4
146973,179,the+interpreter+2005,12.047671,6.2,4
415321,85293,harriet+craig+1950,0.744993,7.3,4
76001,59118,the+prey+2011,8.908143,6.5,3
140327,19506,ichi+2008,4.404908,6.8,4
53540,11706,war+and+peace+1956,3.666277,6.8,4
350243,11373,strawberries+in+the+supermarket+2003,1.099804,6.5,4
337944,33693,funny+ha+ha+2002,1.147626,6.3,3
176077,94356,we+the+party+2012,0.234034,3.2,3
293785,4935,howls+moving+castle+2004,16.136048,8.2,5
200528,2976,hairspray+2007,7.768045,6.5,4
283532,840,close+encounters+of+the+third+kind+1977,10.610446,7.2,4
55032,45958,biutiful+2010,7.131568,7.1,4
163632,9316,ong-bak+the+thai+warrior+2003,7.89916,7.0,4
260257,30018,mother+2009,5.030112,7.6,5
299474,58,pirates+of+the+caribbean+dead+mans+chest+2006,29.455314,7.0,4
281330,278,the+shawshank+redemption+1994,51.645403,8.5,4
246694,74,war+of+the+worlds+2005,19.929377,6.2,4
301677,9928,robots+2005,12.949715,6.0,3
409782,55066,the+eternal+1998,0.490035,4.5,3
377235,51362,the+play+house+1921,1.930445,6.9,4
57251,117251,white+house+down+2013,9.920223,6.3,3
219591,43266,how+green+was+my+valley+1941,9.058578,6.9,4
140057,113833,the+normal+heart+2014,12.661286,7.9,4
13113,296626,finders+keepers+2014,2.814458,4.6,4
433414,11,star+wars+1977,42.149697,8.1,4
269775,228150,fury+2014,36.713807,7.4,2
378354,261037,miss+meadows+2014,2.934599,5.1,4
338336,18287,support+your+local+gunfighter+1971,2.412247,6.6,4
435395,59967,looper+2012,12.727269,6.6,4
129005,2295,clerks+ii+2006,8.466725,6.9,5
283570,550,fight+club+1999,63.869599,8.3,4
420430,28629,eerie+tales+1919,0.445493,6.0,2
26542,22494,frequently+asked+questions+about+time+travel+2009,7.916957,7.1,4
176206,54794,heartlands+2002,0.938316,6.3,4
445601,10177,evil+aliens+2006,2.002373,6.1,3
413417,26173,mr.+majestyk+1974,2.073746,7.0,4
47442,142989,a+get2gether+2005,0.057863,6.0,3
11925,21710,fuck+2005,2.048857,6.6,3
413788,119364,the+take+1974,0.645963,8.0,4
387739,1420,breakfast+on+pluto+2005,4.984987,7.0,3
168471,26138,duelist+2005,3.681251,6.2,4
34030,36089,the+giant+claw+1957,0.975971,4.6,4
279933,276935,ek+villain+2014,2.424208,6.3,5
301540,5925,the+great+escape+1963,14.384114,7.8,4
31878,121,the+lord+of+the+rings+the+two+towers+2002,29.423537,8.0,5
83786,78,blade+runner+1982,96.272374,7.9,5
408196,9331,clear+and+present+danger+1994,7.513245,6.4,2
145421,26246,incident+at+oglala+1992,0.501794,8.2,5
195735,12230,one+hundred+and+one+dalmatians+1961,15.727519,6.8,3
252485,64836,exporting+raymond+2011,0.28542,5.9,3
223942,13508,who+killed+the+electric+car+2006,8.570312,7.2,4
312466,1895,star+wars+episode+iii+-+revenge+of+the+sith+2005,13.165421,7.1,4
305346,92950,wife+be+like+a+rose+1935,0.042069,5.0,4
71319,24869,ink+2009,5.124589,6.5,4
125321,85,raiders+of+the+lost+ark+1981,19.901576,7.7,3
327020,24403,away+with+words+1999,1.022589,6.3,3
204194,82525,savages+2012,13.248022,6.2,2
22102,32600,seven+chances+1925,4.590055,7.3,4
218443,8090,untraceable+2008,7.85217,5.9,3
440364,197919,a+haunting+at+silver+falls+2013,1.539406,4.6,2
249629,88922,the+oily+maniac+1976,1.618503,5.8,3
63919,200664,killer+bean+2+the+party+2000,0.022707,0.0,3
369534,680,pulp+fiction+1994,140.950236,8.3,5
331692,29903,barbarian+queen+1985,1.424291,4.6,3
403010,11544,lilo++stitch+2002,18.469238,7.1,4
140201,8355,ice+age+dawn+of+the+dinosaurs+2009,12.980624,6.5,3
327256,12838,one+to+another+2006,3.074279,5.8,4
384396,10164,cadillac+man+1990,6.882529,5.3,3
187637,11710,the+enigma+of+kaspar+hauser+1974,7.265781,7.5,3
309805,74938,the+dark+side+of+the+heart+1992,1.08614,6.5,5
188715,121,the+lord+of+the+rings+the+two+towers+2002,29.423537,8.0,4
212099,78,blade+runner+1982,96.272374,7.9,4
272924,63311,the+skin+i+live+in+2011,9.782542,7.4,3
335968,3777,throne+of+blood+1957,6.471043,7.7,4
288307,901,city+lights+1931,10.891524,8.2,4
275641,28000,somebody+up+there+likes+me+1956,2.747776,6.8,4
322630,157336,interstellar+2014,32.213481,8.1,4
123877,10674,mulan+1998,21.180857,7.6,5
49513,603,the+matrix+1999,33.366332,7.9,4
262597,603,the+matrix+1999,33.366332,7.9,5
302507,122,the+lord+of+the+rings+the+return+of+the+king+2003,29.324358,8.1,5
309555,3170,bambi+1942,13.698132,6.8,4
124449,408,snow+white+and+the+seven+dwarfs+1937,16.263878,6.9,4
223577,113784,the+last+polka+1985,0.008326,5.0,3
223828,209401,half+of+a+yellow+sun+2014,1.015609,5.1,3
222416,129966,david+et+madame+hansen+2012,1.125103,6.7,3
181591,9487,a+bugs+life+1998,16.869209,6.8,4
113080,150689,cinderella+2015,19.801128,6.7,3
8757,193827,a+beast+at+bay+1912,0.162008,5.0,4
363317,411,the+chronicles+of+narnia+the+lion_+the+witch+and+the+wardrobe+2005,18.13542,6.7,4
6160,27850,halloweentown+1998,5.318151,6.3,4
338892,162987,jaguar+1967,0.218666,5.5,3
19895,63443,modern+romance+1981,2.258556,6.7,4
74345,42188,never+let+me+go+2010,8.278794,6.8,4
199190,24527,undefeatable+1993,1.350475,6.6,3
309485,4515,lions+for+lambs+2007,5.80986,6.0,3
302015,57276,pina+2011,12.452985,7.3,5
439528,293109,onnenpeli+1965,0.036478,6.0,3
321572,550,fight+club+1999,63.869599,8.3,4
338766,9472,dodgeball+a+true+underdog+story+2004,11.967379,6.2,3
423633,25915,shockproof+1949,1.088807,6.2,3
37624,11843,the+return+of+the+pink+panther+1975,6.501177,6.7,3
424588,8368,the+garden+of+eden+2008,0.160182,4.2,3
424873,4638,hot+fuzz+2007,13.535195,7.4,3
147484,201414,ninja+3+goemon+will+never+die+1963,0.147794,8.0,4
35468,11393,the+natural+1984,12.319855,7.0,4
135933,25376,the+secret+in+their+eyes+2009,11.251632,7.8,4
350828,168,star+trek+iv+the+voyage+home+1986,12.596956,6.9,4
144526,10196,the+last+airbender+2010,9.544657,4.7,1
345538,98,gladiator+2000,23.186667,7.9,5
231366,6069,the+witches+of+eastwick+1987,13.031671,6.2,3
372535,287084,the+town+that+dreaded+sundown+2014,8.494374,5.7,4
60543,71719,i+am+waiting+1957,0.367793,5.0,4
147547,37223,oneechanbara+the+movie+2008,0.613431,5.1,4
420451,92,megacities+1998,0.406137,7.0,4
308304,82702,how+to+train+your+dragon+2+2014,12.256689,7.6,4
195164,497,the+green+mile+1999,19.96678,8.2,3
58282,113777,harper+valley+p.t.a.+1978,0.870303,7.0,4
448860,93456,despicable+me+2+2013,24.82355,7.0,4
190922,5062,the+inquisitor+1981,2.445608,7.2,4
41236,489,good+will+hunting+1997,15.064833,7.9,4
112545,110415,snowpiercer+2013,14.131906,6.7,3
214407,93456,despicable+me+2+2013,24.82355,7.0,5
378707,12490,ordinary+decent+criminal+2000,10.267029,6.0,4
27201,38785,the+boys+of+baraka+2005,0.077318,6.5,3
353492,10975,armour+of+god+ii+operation+condor+1991,12.276235,7.0,2
382236,65,8+mile+2002,8.374355,6.8,4
186695,673,harry+potter+and+the+prisoner+of+azkaban+2004,28.460276,7.7,4
447304,75350,american+friends+1991,0.003553,6.2,3
326706,9078,the+sword+in+the+stone+1963,10.636458,6.9,3
306031,122917,the+hobbit+the+battle+of+the+five+armies+2014,31.718977,7.1,4
227467,101297,tomorrow_+the+world+1944,0.469587,6.5,4
272935,93456,despicable+me+2+2013,24.82355,7.0,4
102290,121642,twice+born+2012,5.849716,6.9,2
176957,122,the+lord+of+the+rings+the+return+of+the+king+2003,29.324358,8.1,5
33222,87235,crackers+1984,0.768664,5.2,2
279054,854,the+mask+1994,14.13488,6.6,3
131077,36334,deadline+-+u.s.a.+1952,2.020902,6.9,4
411063,30431,creation+2009,3.744449,6.6,3
329210,129,spirited+away+2001,41.048867,8.3,4
37870,52274,julias+eyes+2010,5.020398,6.7,4
383751,146304,the+best+man+holiday+2013,6.102021,6.7,3
410730,12246,mongol+the+rise+of+genghis+khan+2007,6.375447,6.5,2
296245,33693,funny+ha+ha+2002,1.147626,6.3,4
24896,10994,white+oleander+2002,13.75498,7.2,4
241563,71357,lovesick+1983,0.013577,6.0,3
186876,85,raiders+of+the+lost+ark+1981,19.901576,7.7,4
303196,18828,double+take+2001,3.067916,5.5,3
319770,4706,the+lady+vanishes+1979,1.146957,6.4,4
42877,9732,the+lion+king+2+simbas+pride+1998,9.417261,6.7,4
96936,17456,bloodrayne+deliverance+2007,4.531697,3.2,3
312747,11298,the+howling+1981,6.715512,6.4,3
91011,52556,the+road+1982,1.460634,7.1,5
141265,18916,a+pain+in+the+ass+2008,1.644817,5.4,3
337480,4706,the+lady+vanishes+1979,1.146957,6.4,3
319684,16229,prozac+nation+2001,4.865523,5.7,3
96613,117251,white+house+down+2013,9.920223,6.3,3
393664,10589,after+the+sunset+2004,11.945666,6.0,2
437306,607,men+in+black+1997,15.781024,6.9,3
70670,705,all+about+eve+1950,12.06308,8.0,5
351518,13073,palindromes+2004,2.754372,6.5,4
58762,126117,this+so-called+disaster+sam+shepard+directs+the+late+henry+moss+2003,0.053866,0.0,2
100752,246213,fiddle-de-dee+1947,0.100568,4.5,3
236807,10009,brother+bear+2003,12.300905,6.9,3
243218,3035,frankenstein+1931,8.091603,7.3,5
56434,106646,the+wolf+of+wall+street+2013,16.382422,7.9,4
104254,350,the+devil+wears+prada+2006,13.102384,7.0,4
255840,111,scarface+1983,11.299673,8.0,4
374101,40662,batman+under+the+red+hood+2010,7.039325,7.6,4
284418,4479,les+misrables+1978,6.290962,6.1,3
431933,9686,new+york+stories+1989,9.686985,6.2,4
18208,14574,the+boy+in+the+striped+pyjamas+2008,8.912738,7.7,4
242826,6016,the+good+thief+2003,4.022761,6.0,3
39906,14384,soldier+blue+1970,3.391783,7.1,4
216163,8392,my+neighbor+totoro+1988,13.507299,8.0,4
57583,530,a+grand+day+out+1990,7.617298,7.4,4
385850,79031,a+loving+father+2002,0.399371,4.6,4
56000,228,the+blue+angel+1930,2.40612,7.4,3
120469,13485,holiday+inn+1942,8.258968,7.1,3
83201,36955,true+lies+1994,11.396099,6.8,3
372407,189472,la+dama+boba+2006,0.054873,5.0,4
387263,10693,peter+pan+1953,16.861533,7.0,4
34857,43529,golden+boy+1939,1.078091,5.8,3
7797,22,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,47.326665,7.5,4
227872,37861,valhalla+rising+2009,8.651468,5.9,4
104856,85,raiders+of+the+lost+ark+1981,19.901576,7.7,3
146394,25566,ragtime+1981,6.154039,6.7,5
172512,13074,resurrecting+the+champ+2007,7.451281,5.9,4
190584,62,2001+a+space+odyssey+1968,22.494622,7.9,4
191588,51352,anne+frank+remembered+1995,0.243986,7.3,5
28077,13156,secondhand+lions+2003,8.636608,6.9,4
207885,14574,the+boy+in+the+striped+pyjamas+2008,8.912738,7.7,4
37252,128190,the+perverts+guide+to+ideology+2012,1.556451,7.2,4
191584,50388,king+of+thorn+2009,9.849854,6.2,4
76305,84177,big+boys+gone+bananas*+2011,0.296487,7.2,3
179641,22256,without+limits+1998,3.643468,6.4,4
429417,14770,festival+express+2003,0.645771,6.7,3
90198,30416,stanley+kubrick+a+life+in+pictures+2001,2.48768,7.2,3
323862,7233,rebound+2005,4.373457,5.2,2
355436,272691,haemoo+2014,6.01763,6.5,4
98283,157820,mood+indigo+2013,8.23984,6.0,4
297134,37684,36+hours+1964,1.473239,6.9,4
257450,262528,the+purple+gang+1959,0.041885,0.0,4
70638,177572,big+hero+6+2014,213.849907,7.8,4
6014,284568,closure+2013,0.069426,8.0,4
258115,28162,a+matter+of+life+and+death+1946,6.486938,8.0,4
307360,13589,eddie+izzard+dress+to+kill+1999,1.07289,8.1,5
240403,14615,fury+1936,2.943637,7.5,4
349908,57089,hoodwinked+too+hood+vs.+evil+2011,9.382577,4.8,4
288034,561,constantine+2005,9.615691,6.6,4
35941,58911,hotel+de+love+1996,0.228157,4.3,4
247899,11360,dumbo+1941,14.655879,6.8,4
168407,202587,stella+street+2004,0.143427,3.5,3
326709,8349,the+red+baron+2008,4.918419,6.4,4
437246,104343,the+man+who+left+his+will+on+film+1970,0.227914,7.8,4
276061,107311,crackerjack+1994,0.963647,2.0,4
195952,13476,win+a+date+with+tad+hamilton+2004,5.924226,5.5,3
278189,73881,thawing+out+2009,4.169996,5.7,4
174395,81025,salmon+fishing+in+the+yemen+2011,6.753328,6.3,4
238262,122,the+lord+of+the+rings+the+return+of+the+king+2003,29.324358,8.1,3
291227,49017,dracula+untold+2014,16.316318,6.2,3
174282,680,pulp+fiction+1994,140.950236,8.3,5
139811,172535,the+trials+of+oscar+wilde+1960,2.011489,6.3,3
20217,34433,dragon+ball+z+broly+-+the+legendary+super+saiyan+1993,7.348249,7.3,3
132042,550,fight+club+1999,63.869599,8.3,4
62693,38408,life+as+we+know+it+2010,7.824962,6.6,3
260233,12555,i+served+the+king+of+england+2006,1.739765,7.0,4
418891,11365,wilde+1997,3.895735,6.7,4
123992,11698,stroszek+1977,3.511224,7.0,4
294847,77985,marias+lovers+1984,1.631723,5.3,2
97554,41937,the+icicle+thief+1989,0.02553,8.1,2
447125,122,the+lord+of+the+rings+the+return+of+the+king+2003,29.324358,8.1,5
146787,429,the+good_+the+bad+and+the+ugly+1966,16.788787,8.1,4
5792,309581,lila++eve+2015,7.283158,5.4,3
47988,473,pi+1998,10.621362,7.1,4
153604,43463,railroaded+1947,1.344363,6.6,4
137775,54276,zatichis+pilgrimage+1966,1.291947,7.7,4
56491,82702,how+to+train+your+dragon+2+2014,12.256689,7.6,4
33596,34328,monster+in+a+box+1992,0.009961,4.8,5
45353,34515,katt+williams+the+pimp+chronicles+pt.+1+2006,0.951326,6.4,4
330527,4034,that+man+from+rio+1964,2.789067,7.1,3
284826,11893,runaway+train+1985,15.236541,7.0,4
178948,2263,music+box+1989,5.397405,6.8,4
90483,862,toy+story+1995,21.946943,7.7,5
191974,72951,not+another+not+another+movie+2011,0.823401,2.8,4
35053,87925,the+last+journey+1936,0.039118,6.5,5
201339,234,the+cabinet+of+dr.+caligari+1920,7.191271,7.7,4
149614,30545,dogging+a+love+story+2009,0.063992,2.0,4
380684,27858,pt+109+1963,1.256573,6.0,4
234663,24657,the+sacrifice+1986,5.001997,7.2,3
377932,171337,siberian+education+2013,13.631223,6.7,4
92670,219,volver+2006,6.302926,7.3,3
16434,230606,pigs+with+a+p.38+1978,0.053761,0.0,4
446366,84329,robot++frank+2012,9.291494,6.8,3
276579,767,harry+potter+and+the+half-blood+prince+2009,19.083723,7.4,5
443952,16859,kikis+delivery+service+1989,12.220581,7.6,5
128048,109445,frozen+2013,24.248243,7.3,4
440933,830,forbidden+planet+1956,6.379966,7.2,4
257375,255,stolen+kisses+1968,6.564465,7.4,4
196281,2054,mr.+hollands+opus+1995,7.137117,6.9,4
295262,105,back+to+the+future+1985,25.778509,8.0,5
431180,762,monty+python+and+the+holy+grail+1975,10.43389,7.8,4
21288,16932,after+you+2003,2.624898,6.9,4
3994,621,grease+1978,7.854899,7.2,4
224568,11313,hearts+in+atlantis+2001,6.425321,6.5,2
13982,15152,oss+117+cairo_+nest+of+spies+2006,6.926251,7.2,4
203383,139651,haute+cuisine+2012,4.64874,6.1,3
66238,814,an+american+werewolf+in+london+1981,13.390802,7.2,3
348829,8392,my+neighbor+totoro+1988,13.507299,8.0,4
268042,55207,gaslight+1940,1.102931,7.1,4
138883,109445,frozen+2013,24.248243,7.3,4
388937,81296,supermarket+woman+1996,0.596047,5.7,3
189080,12206,the+testament+of+dr.+mabuse+1933,2.474255,7.5,4
200689,391,a+fistful+of+dollars+1964,12.429704,7.6,4
90706,73723,the+lorax+2012,7.689395,6.3,4
324803,22784,boxcar+bertha+1972,5.070135,6.0,3
13302,24348,powaqqatsi+1988,2.726061,7.4,5
137123,106646,the+wolf+of+wall+street+2013,16.382422,7.9,3
28438,816,austin+powers+international+man+of+mystery+1997,11.749159,6.5,3
194677,18047,brians+song+1971,2.624202,7.1,4
201079,77444,the+corridor+2012,1.633246,4.8,3
368210,27201,corvette+summer+1978,5.695908,5.5,3
37842,11235,local+hero+1983,10.636074,7.0,5
243547,2062,ratatouille+2007,20.50803,7.5,4
20099,42968,the+nun+2005,1.163546,4.3,3
25675,81188,rise+of+the+guardians+2012,10.943775,7.1,4
