movieid,genres,belongs_to_collection,popularity,vote_average
damnation+alley+1977,28,0,2.217704,5.0
monty+python+and+the+holy+grail+1975,12,0,10.43389,7.8
spider-man+2+2004,28,1,10.834506,6.7
either+way+2011,18,0,0.668137,6.5
first+blood+1982,28,1,14.778884,7.2
still+mine+2012,18,0,8.549448,6.9
le+chef+2012,35,0,5.691572,5.9
nine+months+1995,35,0,8.482834,5.5
berlin+symphony+of+a+great+city+1927,99,0,0.692745,8.0
i+wake+up+screaming+1941,18,0,1.64311,4.8
fantastic+4+rise+of+the+silver+surfer+2007,12,1,12.924254,5.4
thirteen+2003,80,0,14.379879,6.6
the+imitation+game+2014,36,0,31.59594,8.0
legacy+of+rage+1986,28,0,0.723855,7.1
the+scent+of+green+papaya+1993,18,0,3.481652,7.4
die+hard+1988,28,1,16.640522,7.5
into+the+woods+2014,14,0,9.580785,5.6
where+eagles+dare+1968,12,0,12.088407,7.4
raiders+of+the+lost+ark+1981,12,1,19.901576,7.7
sotji+2013,0,0,0.014823,0.0
dope+2015,80,0,7.948581,7.2
die+hard+1988,28,1,16.640522,7.5
romeo+and+juliet+1968,18,0,6.99099,7.3
pirates+of+the+caribbean+dead+mans+chest+2006,12,1,29.455314,7.0
the+horse+soldiers+1959,10752,0,10.313171,6.8
wolf+children+2012,16,0,10.249498,8.0
fandango+1985,35,0,11.350645,6.6
24+7+twenty+four+seven+1997,35,0,0.477356,6.3
crocodile+dundee+1986,12,1,7.791212,6.3
tt3d+closer+to+the+edge+2011,99,0,2.73673,8.0
parineeta+2005,18,0,1.361436,6.6
uncovered+1995,53,0,1.596275,5.5
mischief+night+2013,27,0,5.26591,4.4
the+doctor+takes+a+wife+1940,35,0,0.559264,7.0
yongary_+monster+from+the+deep+1967,27,0,2.31428,4.0
the+strange+color+of+your+bodys+tears+2013,9648,0,1.998366,6.0
der+letzte+schne+herbsttag+2010,0,0,0.121914,7.0
coquette+1929,18,0,0.457598,5.4
despicable+me+2+2013,16,1,24.82355,7.0
the+end+of+summer+1961,18,0,0.716547,7.9
the+sting+1973,35,1,12.016821,7.9
an+ideal+husband+1947,35,0,0.362895,6.8
the+consequences+of+love+2004,80,0,5.298931,7.6
one+flew+over+the+cuckoos+nest+1975,18,0,35.529554,8.3
belphegor_+phantom+of+the+louvre+2001,14,0,2.873012,4.2
partysaurus+rex+2012,16,0,6.066171,7.4
sansho+the+bailiff+1954,18,0,5.104286,8.7
forrest+gump+1994,35,0,48.307194,8.2
harry+potter+and+the+deathly+hallows+part+2+2011,10751,1,24.990737,7.9
the+icicle+thief+1989,35,0,0.02553,8.1
beauty+and+the+beast+1991,10749,1,23.433511,7.5
the+shawshank+redemption+1994,18,0,51.645403,8.5
the+usual+suspects+1995,18,0,16.302466,8.1
american+pie+2+2001,35,1,10.25103,6.0
the+beast+from+20_000+fathoms+1953,12,0,3.424057,6.7
grateful+dawg+2000,99,0,0.052403,6.0
the+believer+2001,18,0,8.128106,6.8
miraculum+2014,18,0,0.82134,5.3
les+biches+1968,18,0,1.454386,5.4
dawn+of+the+planet+of+the+apes+2014,878,1,75.385211,7.3
one+hundred+and+one+dalmatians+1961,12,1,15.727519,6.8
first+blood+1982,28,1,14.778884,7.2
its+such+a+beautiful+day+2012,14,0,3.974088,7.8
saving+private+ryan+1998,18,0,21.758054,7.9
monsters_+inc.+2001,16,1,26.419962,7.5
the+pet+2006,18,0,1.854367,5.3
the+abyss+1910,18,0,0.331569,6.9
married+life+2007,80,0,2.381704,6.1
harry+potter+and+the+philosophers+stone+2001,12,1,38.187238,7.5
trainspotting+1996,18,1,19.348466,7.8
breaking+away+1979,18,0,4.806374,7.4
salvador+1986,18,0,4.714357,7.0
americano+2005,35,0,1.116696,5.9
blood+and+chocolate+2007,18,0,5.415846,5.5
the+black+cauldron+1985,16,0,9.806685,6.5
children+of+the+secret+state+2001,99,0,0.212863,6.8
wings+1966,18,0,0.935968,7.0
the+cat+returns+2002,12,0,11.639023,7.2
reservoir+dogs+1992,80,0,12.22034,8.1
a+childs+christmas+in+wales+1987,18,0,0.002841,8.8
pollyanna+1960,12,0,3.254308,6.9
the+evil+dead+1981,27,1,10.421679,7.3
the+four+feathers+2002,10752,0,6.894153,6.5
the+lord+of+the+rings+the+fellowship+of+the+ring+2001,12,1,32.070725,8.0
the+shawshank+redemption+1994,18,0,51.645403,8.5
recipes+for+disaster+2008,0,0,0.164427,7.0
black+peter+1964,18,0,0.953547,7.3
constantine+2005,18,1,9.615691,6.6
men+in+hope+2011,10749,0,1.517652,6.7
the+wool+cap+2004,18,0,0.012693,0.0
the+green+mile+1999,14,0,19.96678,8.2
asterix+at+the+olympic+games+2008,14,1,9.671944,5.0
kolya+1996,10402,0,13.947867,7.5
i_+robot+2004,28,0,14.43075,6.7
threesome+1994,35,0,10.82236,6.3
withnail++i+1987,35,0,14.316459,7.4
anastasia+1997,16,0,11.911173,7.4
bridget+joness+diary+2001,35,1,10.780524,6.6
exorcismus+2010,53,0,4.535245,5.3
how+the+myth+was+made+a+study+of+robert+flahertys+man+of+aran+1984,99,0,0.0525,0.0
payback+1999,18,0,9.112008,6.7
dumbo+1941,16,0,14.655879,6.8
west+of+zanzibar+1928,18,0,0.722511,6.2
the+palm+beach+story+1942,35,0,3.926841,7.3
princess+mononoke+1997,12,0,17.166725,8.2
day+of+the+dead+2+contagium+2005,27,0,1.343377,3.1
bill+maher+...but+im+not+wrong+2010,35,0,0.546922,6.2
just+a+sigh+2013,18,0,0.7654,6.6
gunless+2010,18,0,2.726078,6.7
blue+juice+1995,35,0,2.199462,3.6
real+genius+1985,35,0,11.959887,6.6
a+day+in+the+life+2009,80,0,0.659084,6.0
mickey_+donald_+goofy+the+three+musketeers+2004,12,0,7.673021,6.3
the+purge+anarchy+2014,27,1,27.756026,6.6
faces+1968,18,0,7.918418,7.1
the+left+handed+gun+1958,18,0,1.866255,5.5
melissa+p.+2005,18,0,5.257142,4.1
10+things+i+hate+about+you+1999,35,0,12.069966,7.3
close+encounters+of+the+third+kind+1977,878,0,10.610446,7.2
a+circle+of+deception+1960,18,0,0.005029,0.0
the+little+mermaid+1989,16,1,17.496832,7.2
bad+guy+2002,18,0,3.001605,7.0
se7en+1995,80,0,18.45743,8.1
seven+samurai+1954,28,0,15.01777,8.2
the+giant+mechanical+man+2012,35,0,3.403206,6.1
harry+potter+and+the+deathly+hallows+part+1+2010,12,1,23.300362,7.5
the+dark+knight+2008,18,1,123.167259,8.3
bitter+rice+1949,18,0,2.460003,7.2
howls+moving+castle+2004,14,0,16.136048,8.2
after+five+in+the+forest+primeval+1995,35,0,0.634599,6.8
monty+python+and+the+holy+grail+1975,12,0,10.43389,7.8
chori+chori+chupke+chupke+2001,10749,0,0.628061,5.5
the+ides+of+march+2011,18,0,6.82647,6.5
wake+in+fright+1971,18,0,4.249576,7.6
the+incredible+hulk+2008,878,0,19.125537,6.1
harry+potter+and+the+deathly+hallows+part+1+2010,12,1,23.300362,7.5
society+1989,35,0,4.454846,6.6
sansho+the+bailiff+1954,18,0,5.104286,8.7
from+up+on+poppy+hill+2011,16,0,8.791024,7.6
the+prowler+1981,53,0,2.887538,6.4
gantz+perfect+answer+2011,28,1,10.298762,6.6
apollo+13+1995,18,0,18.761467,7.3
toy+story+1995,16,1,21.946943,7.7
tormented+2009,35,0,7.481106,5.3
one+flew+over+the+cuckoos+nest+1975,18,0,35.529554,8.3
brother+bear+2003,12,1,12.300905,6.9
how+to+train+your+dragon+2+2014,14,1,12.256689,7.6
oh_+woe+is+me+1993,35,0,1.017083,7.8
the+last+hours+of+a+virgin+1972,18,0,0.00289,0.0
vanya+on+42nd+street+1994,18,0,7.039846,6.1
love+before+breakfast+1936,35,0,0.944682,5.0
labor+day+2013,18,0,6.108646,6.7
first+blood+1982,28,1,14.778884,7.2
playing+by+heart+1998,18,0,3.010088,6.6
the+invisible+circus+2001,18,0,4.18281,5.1
a+delicate+balance+1973,18,0,0.09179,6.0
ed+wood+1994,35,0,11.720358,7.3
a+clockwork+orange+1971,878,0,17.112594,8.0
watchmen+2009,28,0,16.551503,7.0
illegal+tender+2007,18,0,1.689926,7.6
chiedimi+se+sono+felice+2000,35,0,4.288138,7.5
any+day+now+2012,18,0,10.559109,6.6
independence+day+1996,28,1,17.634197,6.7
rocket+science+2007,35,0,3.563126,6.3
the+warriors+way+2010,12,0,5.510805,6.3
spider-man+2002,14,1,29.413341,6.8
the+dark+knight+2008,18,1,123.167259,8.3
harry+potter+and+the+order+of+the+phoenix+2007,12,1,21.3643,7.4
harmagedon+-+ern+maailman+loppu+1986,0,0,0.014956,0.0
the+usual+suspects+1995,18,0,16.302466,8.1
on+golden+pond+1981,18,0,12.252186,7.3
leon+the+professional+1994,53,0,20.477329,8.2
birdy+1984,18,0,16.243093,6.9
i+was+a+teenage+zombie+1987,35,0,0.920734,4.0
deadly+voyage+1996,18,0,0.647717,3.0
mozart+and+the+whale+2005,35,0,8.334487,6.5
toy+story+1995,16,1,21.946943,7.7
the+age+of+innocence+1993,18,0,8.013617,7.0
labor+day+2013,18,0,6.108646,6.7
killing+us+softly+4+advertisings+image+of+women+2010,99,0,0.063515,7.0
the+power+of+kangwon+province+1998,18,0,0.236194,8.2
no+time+for+sergeants+1958,35,0,1.306304,7.3
the+great+muppet+caper+1981,80,0,8.87534,6.9
fearless+hyena+1979,35,1,3.346997,6.8
forbidden+planet+1956,12,0,6.379966,7.2
salon+kitty+1976,18,0,3.947614,4.6
the+lord+of+the+rings+the+return+of+the+king+2003,12,1,29.324358,8.1
raining+stones+1993,35,0,1.592047,5.7
one+flew+over+the+cuckoos+nest+1975,18,0,35.529554,8.3
iron+man+2008,28,1,22.073099,7.4
made+in+britain+1982,80,0,2.097877,6.4
virgin+stripped+bare+by+her+bachelors+2000,10749,0,0.805995,7.1
harry+potter+and+the+philosophers+stone+2001,12,1,38.187238,7.5
paragraph+175+2000,36,0,1.095428,4.2
the+hunger+games+mockingjay+-+part+1+2014,878,1,147.098006,6.6
mockingbird+dont+sing+2001,18,0,0.808884,6.1
leon+the+professional+1994,53,0,20.477329,8.2
shutter+island+2010,18,0,15.813629,7.8
the+sword+in+the+stone+1963,16,0,10.636458,6.9
imagine+me++you+2005,18,0,6.008971,7.0
eight+diagram+pole+fighter+1984,28,0,2.6489,7.4
the+lord+of+the+rings+the+fellowship+of+the+ring+2001,12,1,32.070725,8.0
the+boy+in+the+striped+pyjamas+2008,10752,0,8.912738,7.7
the+long+walk+home+1990,18,0,4.636786,6.4
nosferatu+the+vampyre+1979,18,0,5.207465,7.5
samsara+2011,18,0,9.491177,8.0
beneath+the+planet+of+the+apes+1970,12,1,12.325947,6.2
guter+junge+2008,18,0,0.019351,0.0
the+jungle+book+1967,10751,1,22.845448,7.1
read+my+lips+2001,18,0,2.98332,7.0
kiss+of+death+1947,80,0,2.824732,7.0
scenes+from+a+marriage+1973,18,0,2.845693,8.3
whiplash+2014,18,0,64.29999,8.3
raiders+of+the+lost+ark+1981,12,1,19.901576,7.7
kingsman+the+secret+service+2015,80,1,28.224212,7.6
an+american+werewolf+in+london+1981,27,0,13.390802,7.2
the+matrix+1999,28,1,33.366332,7.9
lacombe_+lucien+1974,18,0,2.235918,7.2
feeding+frenzy+2010,35,0,0.582453,6.3
a+m+las+mujeres+ni+fu+ni+fa+1971,0,0,0.016901,0.0
mr.+brooks+2007,18,0,7.423812,6.8
treasure+island+1934,28,0,0.987212,6.6
party+monster+the+shockumentary+1998,99,0,0.626864,6.4
nausica+of+the+valley+of+the+wind+1984,12,0,11.267366,7.7
an+alligator+named+daisy+1955,35,0,0.161402,0.0
nausica+of+the+valley+of+the+wind+1984,12,0,11.267366,7.7
girl+with+a+pearl+earring+2003,18,0,7.008512,6.4
the+man+who+knew+too+much+1956,12,0,12.547763,7.3
the+incredible+shrinking+man+1957,18,0,4.910227,7.3
my+best+friend+2006,35,0,7.37236,6.1
tracers+2015,28,0,9.056173,5.9
harry+potter+and+the+deathly+hallows+part+2+2011,10751,1,24.990737,7.9
the+last+outpost+1951,37,0,0.275972,5.0
animal+crackers+1930,35,0,4.750686,7.2
x-men+days+of+future+past+2014,28,1,26.058586,7.5
lantana+2001,80,0,2.994899,6.4
seducing+doctor+lewis+2003,18,0,1.847074,7.0
bang_+boom_+bang+1999,80,1,3.931984,7.5
some+girls+1988,35,0,2.903563,4.9
report+to+the+commissioner+1975,80,0,0.515544,6.7
restaurant+1998,18,0,0.014898,0.0
the+enemy+within+2013,53,0,0.243041,6.0
the+orphanage+2007,27,0,16.213592,7.1
bruce+almighty+2003,14,1,15.947524,6.4
amer+2009,53,0,4.847639,6.5
shaolin+soccer+2001,28,0,8.461631,6.6
postal+2007,28,0,13.441185,4.6
steamboy+2004,16,0,8.354775,6.4
thor+2011,12,1,29.158489,6.6
la+rgion+centrale+1971,0,0,0.107544,8.3
double+trouble+1967,35,0,0.535616,6.1
eternal+flame+of+gehenna+2011,99,0,1.058506,5.8
711+ocean+drive+1950,18,0,1.063786,6.1
the+good_+the+bad+and+the+ugly+1966,37,1,16.788787,8.1
2001+a+space+odyssey+1968,878,1,22.494622,7.9
a+room+for+romeo+brass+1999,18,0,0.808056,7.3
laura+1944,18,0,9.884516,7.6
arctic+tale+2007,99,0,1.499028,6.6
the+secret+world+of+arrietty+2010,14,0,8.636052,7.4
indian+summer+1993,35,0,2.406006,6.8
lincoln+2012,36,0,10.680331,6.7
the+big+country+1958,18,0,4.671032,7.8
i+love_+you+love+1989,10749,0,0.108353,5.0
jersey+girl+2004,35,0,5.706507,5.8
the+kid+1921,35,0,8.168456,8.0
the+man+with+bogarts+face+1980,35,0,0.627655,6.0
feast+of+july+1995,18,0,0.523575,0.0
that+evening+sun+2009,18,0,2.338398,6.7
payback+1999,18,0,9.112008,6.7
dog+day+afternoon+1975,80,0,7.530126,7.6
chicken+run+2000,16,0,11.834245,6.5
dumbo+1941,16,0,14.655879,6.8
u.s.+marshals+1998,53,1,8.462364,6.2
spider-man+3+2007,14,1,27.614265,5.9
willy+wonka++the+chocolate+factory+1971,10751,0,12.416635,7.4
the+gods+must+be+crazy+1980,28,1,10.973482,7.1
the+housemaid+1960,80,1,1.817185,7.0
titanic+1997,18,0,26.88907,7.5
carry+on...+up+the+khyber+1968,12,1,4.799837,6.9
born+to+fight+2004,80,0,0.682037,5.3
shun+li+and+the+poet+2011,18,0,1.240613,6.7
beetlejuice+1988,14,0,10.627364,7.1
reservoir+dogs+1992,80,0,12.22034,8.1
watchmen+2009,28,0,16.551503,7.0
the+tunnel+1935,878,0,0.777387,2.5
my+neighbor+totoro+1988,14,0,13.507299,8.0
independence+day+1996,28,1,17.634197,6.7
boys+dont+cry+1999,80,0,6.536006,7.2
you+only+live+once+1937,80,0,1.543832,7.2
fear+x+2003,53,0,2.059918,5.9
the+devils+backbone+2001,14,0,11.111299,7.2
the+lorax+2012,16,0,7.689395,6.3
e.t.+the+extra-terrestrial+1982,878,0,19.358546,7.3
after+image+2001,53,0,0.272016,3.0
bolt+2008,16,0,15.580915,6.3
101+dalmatians+1996,35,1,11.470748,5.6
lotta+leaves+home+1993,10751,1,0.593493,5.8
the+searchers+1956,37,0,7.803856,7.7
the+rough+house+1917,35,0,0.885458,5.6
rumble+fish+1983,28,0,8.20519,6.8
harry+potter+and+the+order+of+the+phoenix+2007,12,1,21.3643,7.4
leon+the+professional+1994,53,0,20.477329,8.2
my+neighbor+totoro+1988,14,0,13.507299,8.0
complicit+2013,18,0,1.113566,4.5
spies+like+us+1985,35,0,6.310054,5.9
the+cat+returns+2002,12,0,11.639023,7.2
manny++lo+1996,18,0,1.143656,6.3
dead+of+night+1945,35,0,6.954993,6.8
inception+2010,28,0,29.108149,8.1
trader+games+2010,18,0,1.122716,5.5
the+fisher+king+1991,35,0,11.184385,7.2
when+ladies+meet+1933,35,0,0.948344,4.8
louis+theroux+law+and+disorder+in+johannesburg+2008,0,0,0.73039,7.3
batman+begins+2005,28,1,28.505341,7.5
trouble+in+paradise+1932,35,0,3.351442,7.3
harry+potter+and+the+half-blood+prince+2009,12,1,19.083723,7.4
the+way+of+the+gun+2000,28,0,6.03633,6.4
bambi+1942,16,1,13.698132,6.8
toy+story+1995,16,1,21.946943,7.7
julie+johnson+2001,10749,0,0.324143,7.5
alice+in+wonderland+2010,10751,1,17.285093,6.4
ratatouille+2007,16,0,20.50803,7.5
harry+potter+and+the+philosophers+stone+2001,12,1,38.187238,7.5
i_+robot+2004,28,0,14.43075,6.7
white+fang+2+myth+of+the+white+wolf+1994,28,1,1.819367,5.1
the+killer+inside+me+2010,80,0,6.324751,6.0
a+summers+tale+1996,35,1,2.207306,7.0
whisper+of+the+heart+1995,16,0,10.550235,7.7
my+neighbor+totoro+1988,14,0,13.507299,8.0
batman+under+the+red+hood+2010,28,0,7.039325,7.6
frozen+2013,16,1,24.248243,7.3
modulations+1998,99,0,0.100482,8.5
brave+2012,16,0,15.876341,6.7
september+dawn+2007,18,0,1.676016,5.0
snow+falling+on+cedars+1999,18,0,2.813811,6.3
after+the+dark+2013,18,0,7.113372,6.2
the+normal+heart+2014,18,0,12.661286,7.9
the+great+beauty+2013,35,0,8.176134,7.3
shrek+2+2004,12,1,16.22986,6.7
besieged+1998,18,0,5.435716,7.2
the+square+2013,99,0,4.689168,7.8
mais+qui+a+tu+pamela+rose++2003,35,1,3.065777,6.6
the+dark+knight+2008,18,1,123.167259,8.3
batman+begins+2005,28,1,28.505341,7.5
monty+python+and+the+holy+grail+1975,12,0,10.43389,7.8
airplane+1980,35,1,13.063203,7.1
the+amazing+spider-man+2012,28,1,31.102267,6.5
rob+the+mob+2014,80,0,7.731183,6.2
triumph+of+the+will+1935,99,0,4.558863,6.9
monsters_+inc.+2001,16,1,26.419962,7.5
the+day+the+earth+stood+still+1951,18,0,9.360003,7.3
the+avengers+2012,878,1,89.887648,7.4
safe+haven+2013,10749,0,7.598422,6.9
before+sunset+2004,18,1,7.048957,7.6
all+the+presidents+men+1976,18,0,12.421754,7.6
eden+of+the+east+movie+ii+paradise+lost+2010,16,1,0.694959,6.8
imagine+me++you+2005,18,0,6.008971,7.0
vexille+2007,16,0,9.797201,6.8
the+equalizer+2014,53,0,17.618057,7.1
an+affair+to+remember+1957,18,0,9.813419,7.1
with+heart++soul+2009,18,0,0.120467,8.0
ponyo+2008,16,0,8.470945,7.5
peter+pan+1953,16,1,16.861533,7.0
a+christmas+story+1983,35,1,7.337907,7.4
addams+family+values+1993,35,1,17.555909,6.5
bitterly+2013,35,1,2.189262,6.3
the+virgin+suicides+1999,18,0,10.505387,7.1
once+upon+a+time+in+anatolia+2011,18,0,4.433261,7.4
interstellar+2014,12,0,32.213481,8.1
dawn+of+the+planet+of+the+apes+2014,878,1,75.385211,7.3
the+most+dangerous+man+in+america+daniel+ellsberg+and+the+pentagon+papers+2009,99,0,1.804135,7.6
inception+2010,28,0,29.108149,8.1
close+encounters+of+the+third+kind+1977,878,0,10.610446,7.2
beetlejuice+1988,14,0,10.627364,7.1
citizenfour+2014,99,0,6.584217,7.9
another+day_+another+time+celebrating+the+music+of+inside+llewyn+davis+2013,99,0,0.400351,9.3
shrek+2001,12,1,17.987728,7.3
aliens+1986,27,1,21.761179,7.7
beware+of+pity+1946,18,0,0.437779,4.5
phar+lap+1983,18,0,0.709445,7.3
pretty+baby+1978,18,0,5.793494,6.2
the+place+beyond+the+pines+2013,18,0,7.492658,6.8
banshee+chapter+2013,27,0,7.130195,5.7
constantine+2005,18,1,9.615691,6.6
dolphin+tale+2011,18,1,6.695229,6.6
the+incredibles+2004,28,1,22.220214,7.4
the+long+walk+home+1990,18,0,4.636786,6.4
the+amazing+spider-man+2+2014,28,1,26.23687,6.5
99+homes+2014,18,0,6.60913,6.8
leon+the+professional+1994,53,0,20.477329,8.2
we+all+loved+each+other+so+much+1974,18,0,2.156368,8.2
aliens+1986,27,1,21.761179,7.7
the+green+mile+1999,14,0,19.96678,8.2
gone+girl+2014,9648,0,154.801009,7.9
tiny+furniture+2010,10749,0,2.799356,5.6
forbidden+planet+1956,12,0,6.379966,7.2
it+happened+one+night+1934,35,0,6.465257,7.7
the+big+snit+1985,16,0,0.001393,7.1
the+skin+i+live+in+2011,18,0,9.782542,7.4
the+hunger+games+mockingjay+-+part+1+2014,878,1,147.098006,6.6
the+perks+of+being+a+wallflower+2012,18,0,12.775679,7.7
he+ran+all+the+way+1951,18,0,2.024833,6.3
the+grass+is+greener+1960,35,0,4.074783,5.5
blade+runner+1982,878,1,96.272374,7.9
time+to+leave+2005,18,0,3.333665,7.1
the+ipcress+file+1965,53,1,7.336578,6.8
thor+2011,12,1,29.158489,6.6
wild+target+2010,28,0,6.712894,6.4
anvil+the+story+of+anvil+2008,99,0,3.414041,7.7
whos+that+knocking+at+my+door+1967,18,0,1.488118,5.9
red+heat+1988,28,0,14.25013,5.8
magic+1978,18,0,3.944012,7.0
my+neighbor+totoro+1988,14,0,13.507299,8.0
there+will+be+blood+2007,18,0,8.200627,7.9
star+wars+1977,12,1,42.149697,8.1
thor+the+dark+world+2013,28,1,34.905447,6.8
the+cure+1917,35,0,1.472339,6.4
the+violent+men+1955,37,0,2.647017,5.8
the+lion+king+1994,10751,1,21.605761,8.0
below+sea+level+2008,99,0,0.375625,6.5
life+is+beautiful+1997,35,0,39.39497,8.3
ghoulies+iv+1994,35,1,2.470516,3.1
brooklyn+2015,18,0,7.991613,7.2
goodfellas+1990,18,0,15.424092,8.2
robots+2005,16,0,12.949715,6.0
the+dark+knight+rises+2012,28,1,20.58258,7.6
dracula+a.d.+1972+1972,27,1,11.174533,6.0
shinobi+heart+under+blade+2005,28,0,4.419592,6.4
a+tale+of+two+sisters+2003,18,0,6.247028,7.0
walk+on+water+2004,18,0,1.709996,6.5
vernon_+florida+1981,99,0,1.320642,6.9
schtonk+1992,36,0,0.865615,6.7
bloody+territories+1969,18,0,0.437567,3.8
by+dawns+early+light+1990,10770,0,6.6716,6.3
close-up+1990,80,0,2.972346,8.0
the+alamo+1960,28,0,4.73816,6.5
hair+show+2004,0,0,1.00728,0.5
the+aristocats+1970,16,0,9.834047,7.1
12+angry+men+1957,18,0,16.503959,8.2
a+cab+for+three+2001,18,0,0.218845,6.8
insidious+chapter+2+2013,27,1,9.040324,6.5
sleepless+in+seattle+1993,35,0,10.234919,6.5
a+cinderella+story+once+upon+a+song+2011,35,1,5.899663,6.1
take+the+money+and+run+1969,35,0,9.15948,7.0
the+arrangement+1969,18,0,1.353072,4.3
kops+2003,28,0,2.939129,6.4
uno+contro+laltro+praticamente+amici+1980,0,0,0.514834,7.2
the+butler+2013,18,0,11.061894,7.2
a+name+for+evil+1973,18,0,0.00335,0.0
the+grifters+1990,80,0,10.809693,6.5
this+could+be+the+night+1957,35,0,0.158073,5.0
i_+robot+2004,28,0,14.43075,6.7
st.+vincent+2014,35,0,13.655752,7.1
hyenas+1992,18,0,0.013026,7.3
man+with+the+screaming+brain+2005,35,0,12.809011,5.3
from+russia+with+love+1963,28,1,12.536729,6.9
innocence+2000,0,0,0.453886,5.0
the+black+stallion+1979,12,1,10.246132,7.0
pinocchio+1940,16,0,14.202284,6.9
tae+guk+gi+the+brotherhood+of+war+2004,28,0,9.140411,7.4
maleficent+2014,14,0,19.467404,7.0
johnny+was+2006,28,0,0.647692,4.0
the+forest+for+the+trees+2004,18,0,0.796554,7.7
spirited+away+2001,14,0,41.048867,8.3
midnight+movies+from+the+margin+to+the+mainstream+2006,99,0,1.372346,7.3
the+cocoanuts+1929,35,0,1.242836,7.1
mother+1926,18,0,1.078462,7.6
a+brothers+kiss+1997,18,0,0.92491,8.0
saving+private+ryan+1998,18,0,21.758054,7.9
toy+story+2+1999,16,1,17.547693,7.3
the+stickup+2002,28,0,0.448193,5.0
leon+the+professional+1994,53,0,20.477329,8.2
the+dark+knight+rises+2012,28,1,20.58258,7.6
shaft+2000,28,1,7.420019,5.5
mysterious+skin+2004,18,0,7.103951,7.4
the+good_+the+bad+and+the+ugly+1966,37,1,16.788787,8.1
the+long+weekend+2005,35,0,6.038144,5.8
ballet+shoes+2008,10770,0,5.828623,6.3
benny++joon+1993,35,0,10.597116,6.9
bonnie+and+clyde+1967,80,0,12.109198,7.6
by+the+gun+2014,80,0,3.660641,4.6
the+gatekeepers+2012,99,0,3.271813,6.5
landscape+in+the+mist+1988,18,0,2.127594,7.6
2001+a+space+odyssey+1968,878,1,22.494622,7.9
one+in+a+million+the+ron+leflore+story+1978,10770,0,0.941714,5.5
beauty+and+the+beast+1991,10749,1,23.433511,7.5
i+am+legend+2007,18,0,11.379355,6.9
akira+1988,878,0,10.888917,7.8
frozen+2013,16,1,24.248243,7.3
simon+of+the+desert+1965,35,0,4.728698,7.8
easy+street+1917,35,0,1.795202,7.0
anotherworld+2008,18,0,0.076201,5.0
inglourious+basterds+2009,18,0,16.89564,7.9
the+shawshank+redemption+1994,18,0,51.645403,8.5
blood+on+the+sun+1945,28,0,1.130503,5.1
coraline+2009,16,0,16.639915,7.3
inception+2010,28,0,29.108149,8.1
north+country+2005,18,0,8.781298,6.9
shadows+of+forgotten+ancestors+1965,18,0,2.559625,7.5
the+miracle+woman+1931,18,0,0.93383,6.6
the+aristocats+1970,16,0,9.834047,7.1
the+merry+jail+1917,35,0,0.215726,9.5
the+abcs+of+death+2013,27,1,5.839324,4.7
terminator+2+judgment+day+1991,28,1,22.661695,7.7
csnydj+vu+2008,99,0,0.005247,0.0
the+lord+of+the+rings+the+two+towers+2002,12,1,29.423537,8.0
ricky+gervais+live+3+fame+2007,35,0,1.411983,6.7
bottle+rocket+1996,35,0,6.904831,6.8
melbourne+2014,18,0,0.732605,6.2
lovers+of+hate+2010,35,0,0.258371,5.0
the+lord+of+the+rings+the+fellowship+of+the+ring+2001,12,1,32.070725,8.0
constantine+2005,18,1,9.615691,6.6
stalker+1979,18,0,7.787515,7.8
samurai+cop+1991,28,0,2.909637,4.6
les+bonnes+femmes+1960,9648,0,0.696824,5.7
hell+ride+2008,28,0,5.208993,5.5
dishonored+1931,18,0,0.760767,6.8
moonstruck+1987,35,0,12.877291,6.7
the+homesman+2014,37,0,7.375146,6.4
bone+1972,35,0,0.326243,8.3
valerie+2007,35,0,0.563695,6.7
despicable+me+2010,16,1,22.274502,7.1
linsanity+2013,99,0,1.079771,6.7
up+in+the+air+2009,18,0,8.338562,6.7
seduced+and+abandoned+1964,18,0,2.285155,6.8
the+accused+1988,18,0,13.028922,6.8
under+african+skies+2012,10402,0,0.45347,6.4
i+heart+huckabees+2004,35,0,11.953055,6.2
chappie+2015,80,0,30.206365,6.6
geronimo+an+american+legend+1993,36,0,4.653462,5.9
the+dark+knight+2008,18,1,123.167259,8.3
wreck-it+ralph+2012,10751,1,13.697597,7.1
come+early+morning+2006,18,0,4.834354,5.9
amour+2012,18,0,7.663947,7.5
divorce+1945,18,0,0.471484,4.0
buchanan+rides+alone+1958,28,0,0.787377,6.3
pandemonium+1982,35,0,0.175473,6.0
everybodys+got+somebody...+not+me+2012,18,0,0.490462,5.5
the+aristocats+1970,16,0,9.834047,7.1
the+gorilla+1939,27,0,0.223875,6.7
peter-no-tail+in+americat+1985,16,0,0.446533,6.0
the+producers+1967,35,0,7.433784,7.3
the+big+chill+1983,35,0,11.620392,6.8
inglourious+basterds+2009,18,0,16.89564,7.9
london+2005,18,0,4.96473,6.1
the+lord+of+the+rings+the+fellowship+of+the+ring+2001,12,1,32.070725,8.0
life+is+beautiful+1997,35,0,39.39497,8.3
reservoir+dogs+1992,80,0,12.22034,8.1
what+we+do+in+the+shadows+2014,35,0,10.504198,7.4
all+or+nothing+2002,35,0,3.411156,7.0
knightriders+1981,18,0,1.088614,6.5
oceans+twelve+2004,53,1,11.869347,6.4
breath+2007,80,0,1.494799,6.9
